guid,Word,Reading,Meaning,Level,ReadingType,Pattern,Rules,KanjiDetail
kk_写す_うつす,写す,うつす,写:◆別の場所に移(うつ)す、他に移す◆書く、描く、「墨や絵の具を紙などに移す」の意◆元になるものに倣(なら)って別のものに書く、或いは描く,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),写:◆別の場所に移(うつ)す、他に移す◆書く、描く、「墨や絵の具を紙などに移す」の意◆元になるものに倣(なら)って別のものに書く、或いは描く
kk_写る_うつる,写る,うつる,写:◆別の場所に移(うつ)す、他に移す◆書く、描く、「墨や絵の具を紙などに移す」の意◆元になるものに倣(なら)って別のものに書く、或いは描く,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),写:◆別の場所に移(うつ)す、他に移す◆書く、描く、「墨や絵の具を紙などに移す」の意◆元になるものに倣(なら)って別のものに書く、或いは描く
kk_冷える_ひえる,冷える,ひえる,冷:◆気温や温度が低い、熱(ネツ)がない、ひんやりする、寒い◆熱(あつ)くない、熱気や熱意がない、関心や興味がない◆氷のように透(す)き通っている,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),冷:◆気温や温度が低い、熱(ネツ)がない、ひんやりする、寒い◆熱(あつ)くない、熱気や熱意がない、関心や興味がない◆氷のように透(す)き通っている
kk_冷房_れいぼう,冷房,れいぼう,冷:◆気温や温度が低い、熱(ネツ)がない、ひんやりする、寒い◆熱(あつ)くない、熱気や熱意がない、関心や興味がない◆氷のように透(す)き通っている; 房:◆主屋(おもや、中庭を囲むように建てられた住居の北側の建物、正房、家主の住居)の左右(東西)両側に張り出すように建てられた部屋、「耳房(ジボウ)」 ◆部屋、室(,N4,on,on+on,,冷:◆気温や温度が低い、熱(ネツ)がない、ひんやりする、寒い◆熱(あつ)くない、熱気や熱意がない、関心や興味がない◆氷のように透(す)き通っている; 房:◆主屋(おもや、中庭を囲むように建てられた住居の北側の建物、正房、家主の住居)の左右(東西)両側に張り出すように建てられた部屋、「耳房(ジボウ)」 ◆部屋、室(
kk_冷暖房_れいだんぼう,冷暖房,れいだんぼう,冷:◆気温や温度が低い、熱(ネツ)がない、ひんやりする、寒い◆熱(あつ)くない、熱気や熱意がない、関心や興味がない◆氷のように透(す)き通っている; 暖:◆日光が当たってぽかぽかと暑くもなく寒くもなく程良いさま、穏(おだ)やかな陽気であるさま、同「㬉」「暄」、「温」は液体などが程よい温度であること、「煖」は火が当; 房:◆主屋(おもや、中庭を囲むように建てられた住居の北側の建物、正房、家主の住居)の左右(東西)両側に張り出すように建てられた部屋、「耳房(ジボウ)」 ◆部屋、室(,N4,on,on+on+on,A4_multi_on(on+on+on 65%),冷:◆気温や温度が低い、熱(ネツ)がない、ひんやりする、寒い◆熱(あつ)くない、熱気や熱意がない、関心や興味がない◆氷のように透(す)き通っている; 暖:◆日光が当たってぽかぽかと暑くもなく寒くもなく程良いさま、穏(おだ)やかな陽気であるさま、同「㬉」「暄」、「温」は液体などが程よい温度であること、「煖」は火が当; 房:◆主屋(おもや、中庭を囲むように建てられた住居の北側の建物、正房、家主の住居)の左右(東西)両側に張り出すように建てられた部屋、「耳房(ジボウ)」 ◆部屋、室(
kk_凄い_すごい,凄い,すごい,凄:◆冷たく寒いさま、冷たさ寒さが甚(はなは)だしいさま、骨身にこたえるさま、同「淒」,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),凄:◆冷たく寒いさま、冷たさ寒さが甚(はなは)だしいさま、骨身にこたえるさま、同「淒」
kk_出会う_であう,出会う,であう,出:◆範囲・領域・組織や区切り・境界の内(内側、内部、裏側、こちら側、私的なところ)から外(外側、外部、表側、向こう側、公のところ)に移る、また移す、外から内へ移る; 会:◆人が集まる、同じ時間や場所に(同じ目的で)集まる、「会合(カイゴウ)」◆多くの人が(出向いて)集まる、また集まったところ、「集会(シュウカイ)」「都会(トカイ,N4,kun,kun+kun,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),出:◆範囲・領域・組織や区切り・境界の内(内側、内部、裏側、こちら側、私的なところ)から外(外側、外部、表側、向こう側、公のところ)に移る、また移す、外から内へ移る; 会:◆人が集まる、同じ時間や場所に(同じ目的で)集まる、「会合(カイゴウ)」◆多くの人が(出向いて)集まる、また集まったところ、「集会(シュウカイ)」「都会(トカイ
kk_出入り口_でいりぐち,出入り口,でいりぐち,出:◆範囲・領域・組織や区切り・境界の内(内側、内部、裏側、こちら側、私的なところ)から外(外側、外部、表側、向こう側、公のところ)に移る、また移す、外から内へ移る; 入:◆範囲・領域・組織や区切り・境界の外(外側、外部、表側、向こう側、公のところ)から内(内側、内部、裏側、こちら側、私的なところ)に移る、また移す、内から外へ移る; 口:◆動物の食べたり声を発したりするための器官◆ものが出入りするために空(あ)けた(空いた)ところ、(口のように)全体の内の一部空いたところ◆言葉、言葉を発する、語,N4,other,mixed+mixed+mixed~,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),出:◆範囲・領域・組織や区切り・境界の内(内側、内部、裏側、こちら側、私的なところ)から外(外側、外部、表側、向こう側、公のところ)に移る、また移す、外から内へ移る; 入:◆範囲・領域・組織や区切り・境界の外(外側、外部、表側、向こう側、公のところ)から内(内側、内部、裏側、こちら側、私的なところ)に移る、また移す、内から外へ移る; 口:◆動物の食べたり声を発したりするための器官◆ものが出入りするために空(あ)けた(空いた)ところ、(口のように)全体の内の一部空いたところ◆言葉、言葉を発する、語
kk_出席_しゅっせき,出席,しゅっせき,出:◆範囲・領域・組織や区切り・境界の内(内側、内部、裏側、こちら側、私的なところ)から外(外側、外部、表側、向こう側、公のところ)に移る、また移す、外から内へ移る; 席:◆むしろ、竹や藁(わら、乾燥させた草の茎)を並べ紐(ひも)で編んだ敷物、人が座ったり横になったりするところに敷くもの、同「蓆」◆座るところ、居並ぶ時の座る位置◆,N4,on,on+on,B_noun_rad_巾(kun 93%),出:◆範囲・領域・組織や区切り・境界の内(内側、内部、裏側、こちら側、私的なところ)から外(外側、外部、表側、向こう側、公のところ)に移る、また移す、外から内へ移る; 席:◆むしろ、竹や藁(わら、乾燥させた草の茎)を並べ紐(ひも)で編んだ敷物、人が座ったり横になったりするところに敷くもの、同「蓆」◆座るところ、居並ぶ時の座る位置◆
kk_出発_しゅっぱつ,出発,しゅっぱつ,出:◆範囲・領域・組織や区切り・境界の内(内側、内部、裏側、こちら側、私的なところ)から外(外側、外部、表側、向こう側、公のところ)に移る、また移す、外から内へ移る; 発:◆矢を放つ、外(離れて行く方向)に向かって勢いよく飛び出る◆動いていなかったものが勢いよく動き出す、物事が動き出す、物事が始まる、行動を起こす◆隠れていたものが,N4,other,mixed+mixed~,,出:◆範囲・領域・組織や区切り・境界の内(内側、内部、裏側、こちら側、私的なところ)から外(外側、外部、表側、向こう側、公のところ)に移る、また移す、外から内へ移る; 発:◆矢を放つ、外(離れて行く方向)に向かって勢いよく飛び出る◆動いていなかったものが勢いよく動き出す、物事が動き出す、物事が始まる、行動を起こす◆隠れていたものが
kk_分かれる_わかれる,分かれる,わかれる,分:◆一つに纏(まと)まっているものを幾つかに切り離す、また幾つかに仕切る(区切る)、「分割(ブンカツ)」、切り離したものを仕分けることを「別」◆一つの纏まりから一,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%) | B_verb_rad_刀(kun 80%),分:◆一つに纏(まと)まっているものを幾つかに切り離す、また幾つかに仕切る(区切る)、「分割(ブンカツ)」、切り離したものを仕分けることを「別」◆一つの纏まりから一
kk_分ける_わける,分ける,わける,分:◆一つに纏(まと)まっているものを幾つかに切り離す、また幾つかに仕切る(区切る)、「分割(ブンカツ)」、切り離したものを仕分けることを「別」◆一つの纏まりから一,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%) | B_verb_rad_刀(kun 80%),分:◆一つに纏(まと)まっているものを幾つかに切り離す、また幾つかに仕切る(区切る)、「分割(ブンカツ)」、切り離したものを仕分けることを「別」◆一つの纏まりから一
kk_列_れつ,列,れつ,列:◆横方向の並び、横方向に順序に従って(重ならないように)並ぶ、同「排」、縦方向の列を「行」◆ずらりと人が居並ぶ◆裂(さ)く、二つに切り割(さ)く、同「裂」「𠜺」,N4,on,on,IL2_single_default(kun 84%) | B_verb_rad_刀(kun 80%),列:◆横方向の並び、横方向に順序に従って(重ならないように)並ぶ、同「排」、縦方向の列を「行」◆ずらりと人が居並ぶ◆裂(さ)く、二つに切り割(さ)く、同「裂」「𠜺」
kk_列車_れっしゃ,列車,れっしゃ,列:◆横方向の並び、横方向に順序に従って(重ならないように)並ぶ、同「排」、縦方向の列を「行」◆ずらりと人が居並ぶ◆裂(さ)く、二つに切り割(さ)く、同「裂」「𠜺」; 車:◆二つの輪(リン、車輪)の中心に軸(ジク、車軸)を通し、その上に人や物を乗せるための台(車台)を設(しつら)えたもの ◆輪状・円状のものが軸を中心として回転する,N4,on,on+on,A3_short_compound(on+on 71%) | B_verb_rad_刀(kun 80%),列:◆横方向の並び、横方向に順序に従って(重ならないように)並ぶ、同「排」、縦方向の列を「行」◆ずらりと人が居並ぶ◆裂(さ)く、二つに切り割(さ)く、同「裂」「𠜺」; 車:◆二つの輪(リン、車輪)の中心に軸(ジク、車軸)を通し、その上に人や物を乗せるための台(車台)を設(しつら)えたもの ◆輪状・円状のものが軸を中心として回転する
kk_初め/始め_はじめ,初め/始め,はじめ,初:◆物事の起こり、物事の発端、「衣服を作り始める時にまず布を切る」の意、「初」は「物事はまず初めに～する、～の初め」、「始」は「物事はまず～から始める、～から始ま; 始:◆それ以降続く物事の最初、出だし、「始」は「物事はまず～から始める、～から始まる」、「初」は「物事はまず初めに～する、～の初め」◆初めて、～の時に至ってやっと、,N4,kun,kun+kun~,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),初:◆物事の起こり、物事の発端、「衣服を作り始める時にまず布を切る」の意、「初」は「物事はまず初めに～する、～の初め」、「始」は「物事はまず～から始める、～から始ま; 始:◆それ以降続く物事の最初、出だし、「始」は「物事はまず～から始める、～から始まる」、「初」は「物事はまず初めに～する、～の初め」◆初めて、～の時に至ってやっと、
kk_別_べつ,別,べつ,別:◆切って分(わ)ける、分離する、分けて離す、分けたものが繋(つな)がっていない状態にする◆分かれる、分かれ離れる◆他と繋がりがない、他とは違う、異なる◆他(ほか,N4,on,on,IL2_single_default(kun 84%) | B_verb_rad_刀(kun 80%),別:◆切って分(わ)ける、分離する、分けて離す、分けたものが繋(つな)がっていない状態にする◆分かれる、分かれ離れる◆他と繋がりがない、他とは違う、異なる◆他(ほか
kk_別れる_わかれる,別れる,わかれる,別:◆切って分(わ)ける、分離する、分けて離す、分けたものが繋(つな)がっていない状態にする◆分かれる、分かれ離れる◆他と繋がりがない、他とは違う、異なる◆他(ほか,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%) | B_verb_rad_刀(kun 80%),別:◆切って分(わ)ける、分離する、分けて離す、分けたものが繋(つな)がっていない状態にする◆分かれる、分かれ離れる◆他と繋がりがない、他とは違う、異なる◆他(ほか
kk_利用_りよう,利用,りよう,利:◆先が尖(とが)る、先が鋭(するど)く尖った刃物◆よく切れるさま、切れ味が良いさま、鋭いさま◆(よく切れる刃物のように)すぱっと、さっと、一気に◆(よく切れる刃; 用:◆人や物、或いはその特性や能力を使う、また使ってあることを行う、また役立たせる◆働かせる、発揮させる、またそのために必要な特性・能力・金銭など◆以(もっ)て◆[,N4,on,on+on,A3_short_compound(on+on 71%) | B_verb_rad_刀(kun 80%),利:◆先が尖(とが)る、先が鋭(するど)く尖った刃物◆よく切れるさま、切れ味が良いさま、鋭いさま◆(よく切れる刃物のように)すぱっと、さっと、一気に◆(よく切れる刃; 用:◆人や物、或いはその特性や能力を使う、また使ってあることを行う、また役立たせる◆働かせる、発揮させる、またそのために必要な特性・能力・金銭など◆以(もっ)て◆[
kk_利用者_りようしゃ,利用者,りようしゃ,利:◆先が尖(とが)る、先が鋭(するど)く尖った刃物◆よく切れるさま、切れ味が良いさま、鋭いさま◆(よく切れる刃物のように)すぱっと、さっと、一気に◆(よく切れる刃; 用:◆人や物、或いはその特性や能力を使う、また使ってあることを行う、また役立たせる◆働かせる、発揮させる、またそのために必要な特性・能力・金銭など◆以(もっ)て◆[; 者:◆～の人、～する人、「使者(ししゃ、使いをする人、運び届けること)」◆こと(事)、もの(物)、「再者(サイシャ、更に付け加えること、追伸)」「前者(ゼンシャ、前,N4,on,on+on+on,A4_multi_on(on+on+on 65%) | B_verb_rad_刀(kun 80%),利:◆先が尖(とが)る、先が鋭(するど)く尖った刃物◆よく切れるさま、切れ味が良いさま、鋭いさま◆(よく切れる刃物のように)すぱっと、さっと、一気に◆(よく切れる刃; 用:◆人や物、或いはその特性や能力を使う、また使ってあることを行う、また役立たせる◆働かせる、発揮させる、またそのために必要な特性・能力・金銭など◆以(もっ)て◆[; 者:◆～の人、～する人、「使者(ししゃ、使いをする人、運び届けること)」◆こと(事)、もの(物)、「再者(サイシャ、更に付け加えること、追伸)」「前者(ゼンシャ、前
kk_到頭_とうとう,到頭,とうとう,到:◆目指すところに行き着く(達する、届く)、ある時間・状態になる(達する、届く)、同「至」◆それより先がない(これ以上はない)ところまで行き着く、極まる、同「至」; 頭:◆身体の最上部(四足・多足の動物の場合は先端部)、胴体の肩よりも上(先)にある部分 ◆物事の端(はじ)、物事の始まり(先端、最初)や終わり(後端、最終)、「先頭,N4,on,on+on,B_verb_rad_刀(kun 80%),到:◆目指すところに行き着く(達する、届く)、ある時間・状態になる(達する、届く)、同「至」◆それより先がない(これ以上はない)ところまで行き着く、極まる、同「至」; 頭:◆身体の最上部(四足・多足の動物の場合は先端部)、胴体の肩よりも上(先)にある部分 ◆物事の端(はじ)、物事の始まり(先端、最初)や終わり(後端、最終)、「先頭
kk_刺身_さしみ,刺身,さしみ,刺:◆さ・す、針などの細く先端が尖(とが)ったものでまっすぐに突く、また突き入れる、同「㓨」◆(痛いところを)ちくりと突く、「諷刺(フウシ)」「譏刺(キシ)」◆棘(; 身:◆(頭部を除いた)体(からだ)、躯体(クタイ)、同「躯」「躬」◆中に含まれているもの、また入っているもの、本体◆人の一生、命(いのち)◆吾(われ)、我(わ)が、,N4,mixed,on+kun~,A3_short_compound(on+on 71%) | B_verb_rad_刀(kun 80%),刺:◆さ・す、針などの細く先端が尖(とが)ったものでまっすぐに突く、また突き入れる、同「㓨」◆(痛いところを)ちくりと突く、「諷刺(フウシ)」「譏刺(キシ)」◆棘(; 身:◆(頭部を除いた)体(からだ)、躯体(クタイ)、同「躯」「躬」◆中に含まれているもの、また入っているもの、本体◆人の一生、命(いのち)◆吾(われ)、我(わ)が、
kk_前に_まえに,前に,まえに,前:◆(前に)進む、またその方向、同「先」、「前途(ぜんと、目的地に向かう道のり、将来)」◆位置的には先の方向、時間的には過去の方向、順序では上位の方向、同「先」、,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%) | B_verb_rad_刀(kun 80%),前:◆(前に)進む、またその方向、同「先」、「前途(ぜんと、目的地に向かう道のり、将来)」◆位置的には先の方向、時間的には過去の方向、順序では上位の方向、同「先」、
kk_割る_わる,割る,わる,割:◆刀で二つに裂く、裂いて切り離された状態にする◆十分の一(比率の単位),N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%) | B_verb_rad_刀(kun 80%),割:◆刀で二つに裂く、裂いて切り離された状態にする◆十分の一(比率の単位)
kk_割れる_われる,割れる,われる,割:◆刀で二つに裂く、裂いて切り離された状態にする◆十分の一(比率の単位),N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%) | B_verb_rad_刀(kun 80%),割:◆刀で二つに裂く、裂いて切り離された状態にする◆十分の一(比率の単位)
kk_割合_わりあい,割合,わりあい,割:◆刀で二つに裂く、裂いて切り離された状態にする◆十分の一(比率の単位); 合:◆人や物が集まって一緒になる、また一つになる◆幾つかのものを集め一緒にする、幾つかのものが集まり同じになる◆同じものを纏(まと)めた全体◆ぴったりと一致する、当,N4,kun,kun+kun~,B_verb_rad_刀(kun 80%),割:◆刀で二つに裂く、裂いて切り離された状態にする◆十分の一(比率の単位); 合:◆人や物が集まって一緒になる、また一つになる◆幾つかのものを集め一緒にする、幾つかのものが集まり同じになる◆同じものを纏(まと)めた全体◆ぴったりと一致する、当
kk_力_ちから,力,ちから,力:◆ものを動かすもの、ものを動かしているもの、ものに働(はたら)くもの、「強力(キョウリョク、強い力)」◆働く、務(つと)める、勤(つと)める、「努力(ドリョク、,N4,kun,kun,IL2_single_default(kun 84%) | B_verb_rad_力(kun 80%),力:◆ものを動かすもの、ものを動かしているもの、ものに働(はたら)くもの、「強力(キョウリョク、強い力)」◆働く、務(つと)める、勤(つと)める、「努力(ドリョク、
kk_助かる_たすかる,助かる,たすかる,助:◆力や手を貸す、力や手を貸し支る、力になる◆「助法(ジョホウ)」、殷代(イン、約前17世紀～約前11世紀) の税法で、土地を縦横それぞれ三分して九区画(各七十畝,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%) | B_verb_rad_力(kun 80%),助:◆力や手を貸す、力や手を貸し支る、力になる◆「助法(ジョホウ)」、殷代(イン、約前17世紀～約前11世紀) の税法で、土地を縦横それぞれ三分して九区画(各七十畝
kk_助ける_たすける,助ける,たすける,助:◆力や手を貸す、力や手を貸し支る、力になる◆「助法(ジョホウ)」、殷代(イン、約前17世紀～約前11世紀) の税法で、土地を縦横それぞれ三分して九区画(各七十畝,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%) | B_verb_rad_力(kun 80%),助:◆力や手を貸す、力や手を貸し支る、力になる◆「助法(ジョホウ)」、殷代(イン、約前17世紀～約前11世紀) の税法で、土地を縦横それぞれ三分して九区画(各七十畝
kk_動く_うごく,動く,うごく,動:◆位置・姿勢・感情・状態・事情などが変わる、また変える、また変わり始める、「動作」「行動」「感動」◆やや・もすれば、どうかすると(～になる、～になりやすい),N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%) | B_verb_rad_力(kun 80%),動:◆位置・姿勢・感情・状態・事情などが変わる、また変える、また変わり始める、「動作」「行動」「感動」◆やや・もすれば、どうかすると(～になる、～になりやすい)
kk_動物園_どうぶつえん,動物園,どうぶつえん,動:◆位置・姿勢・感情・状態・事情などが変わる、また変える、また変わり始める、「動作」「行動」「感動」◆やや・もすれば、どうかすると(～になる、～になりやすい); 物:◆(天地の間に存在する)人以外の形のあるもの、人は「者」、形のないものは「事」; 園:◆周りを垣や柵などで囲った(樹木・果樹などの)畑、「【說文解字:囗部:園】所以樹果也」◆周りを垣や柵などで囲った広い庭、またそのような庭のある邸宅、またそのよう,N4,on,on+on+on,A4_multi_on(on+on+on 65%) | B_verb_rad_力(kun 80%) | B_noun_rad_牛(kun 93%),動:◆位置・姿勢・感情・状態・事情などが変わる、また変える、また変わり始める、「動作」「行動」「感動」◆やや・もすれば、どうかすると(～になる、～になりやすい); 物:◆(天地の間に存在する)人以外の形のあるもの、人は「者」、形のないものは「事」; 園:◆周りを垣や柵などで囲った(樹木・果樹などの)畑、「【說文解字:囗部:園】所以樹果也」◆周りを垣や柵などで囲った広い庭、またそのような庭のある邸宅、またそのよう
kk_勝つ_かつ,勝つ,かつ,勝:◆責任や任務によく耐える、また耐えることができる◆克(か)つ、克服する、(困難に耐え)乗り越え成し遂げる◆～を上回る、～より優(すぐ)れる、優れている◆相手を上,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%) | B_verb_rad_力(kun 80%),勝:◆責任や任務によく耐える、また耐えることができる◆克(か)つ、克服する、(困難に耐え)乗り越え成し遂げる◆～を上回る、～より優(すぐ)れる、優れている◆相手を上
kk_勿論_もちろん,勿論,もちろん,勿:◆なか・れ、～するな、禁止の助字◆～ない、～しない、～でない、否定の助字◆「勿吉(モツキチ)」、南北朝時代(420年～589年)現中国北東部吉林省・黒竜江省から; 論:◆理(リ、道理ドウリ、筋目すじめ)に沿って考える、理に適(かな)った考え◆きちんと筋道(すじみち、道理)に沿って(順序立てて)述べる◆道理(筋や理)に照らして物,N4,on,on+on,B_verb_rad_言(kun 80%),勿:◆なか・れ、～するな、禁止の助字◆～ない、～しない、～でない、否定の助字◆「勿吉(モツキチ)」、南北朝時代(420年～589年)現中国北東部吉林省・黒竜江省から; 論:◆理(リ、道理ドウリ、筋目すじめ)に沿って考える、理に適(かな)った考え◆きちんと筋道(すじみち、道理)に沿って(順序立てて)述べる◆道理(筋や理)に照らして物
kk_匂い_におい,匂い,におい,匂:◆[日]よい香り、よい香りがする、よい香りが届いて来る◆[日]美しさが目を引く、色合いが美しく引き立つ◆[日]～のような感じがする,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),匂:◆[日]よい香り、よい香りがする、よい香りが届いて来る◆[日]美しさが目を引く、色合いが美しく引き立つ◆[日]～のような感じがする
kk_包む_つつむ,包む,つつむ,包:◆布や紙などの薄い膜状のもので全体を覆(おお)う、中のものを保護するように全体を覆う、含(ふく)める、同「裹」◆周りを覆う、周りを囲う,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),包:◆布や紙などの薄い膜状のもので全体を覆(おお)う、中のものを保護するように全体を覆う、含(ふく)める、同「裹」◆周りを覆う、周りを囲う
kk_化学_かがく,化学,かがく,化:◆性質・形状・状態などが元とは全く違ったものに変わる、まだ元の様子が分かる程度の変化は「変」◆他の影響を受けて、また時間を経ることによって考えや態度などが変わる; 学:◆(教えを受けながら、見て倣いながら)知識や技術などを身に付ける、習得する、またその内容、知識や技術などを授(さず)けることを「教」◆教えを受け知識や技術などを,N4,on,on+on,A3_short_compound(on+on 71%),化:◆性質・形状・状態などが元とは全く違ったものに変わる、まだ元の様子が分かる程度の変化は「変」◆他の影響を受けて、また時間を経ることによって考えや態度などが変わる; 学:◆(教えを受けながら、見て倣いながら)知識や技術などを身に付ける、習得する、またその内容、知識や技術などを授(さず)けることを「教」◆教えを受け知識や技術などを
kk_医学_いがく,医学,いがく,医:◆弓や弩(ド、機械仕掛けの弓)の矢を入れる容器◆病気を治(なお)す、また病気を治療する人、同繁「醫」、同「毉」; 学:◆(教えを受けながら、見て倣いながら)知識や技術などを身に付ける、習得する、またその内容、知識や技術などを授(さず)けることを「教」◆教えを受け知識や技術などを,N4,on,on+on,A3_short_compound(on+on 71%),医:◆弓や弩(ド、機械仕掛けの弓)の矢を入れる容器◆病気を治(なお)す、また病気を治療する人、同繁「醫」、同「毉」; 学:◆(教えを受けながら、見て倣いながら)知識や技術などを身に付ける、習得する、またその内容、知識や技術などを授(さず)けることを「教」◆教えを受け知識や技術などを
kk_十分_じゅうぶん,十分,じゅうぶん,十:◆数の名、十番目 ◆多い◆全て、全て備わる、全て揃う、「【說文解字:十部:十】數之具也一爲東西丨爲南北則四方中央備矣…」◆じゅう、部首名; 分:◆一つに纏(まと)まっているものを幾つかに切り離す、また幾つかに仕切る(区切る)、「分割(ブンカツ)」、切り離したものを仕分けることを「別」◆一つの纏まりから一,N4,on,on+on,B_verb_rad_刀(kun 80%),十:◆数の名、十番目 ◆多い◆全て、全て備わる、全て揃う、「【說文解字:十部:十】數之具也一爲東西丨爲南北則四方中央備矣…」◆じゅう、部首名; 分:◆一つに纏(まと)まっているものを幾つかに切り離す、また幾つかに仕切る(区切る)、「分割(ブンカツ)」、切り離したものを仕分けることを「別」◆一つの纏まりから一
kk_卒業_そつぎょう,卒業,そつぎょう,卒:◆下級の兵士、歩兵、上官に付き従い身の回りの世話をする兵◆終わる、尽きる◆大夫(タイフ、君主を補佐する重臣)の死、高位の人の死、同「𣨛」、「【禮記注疏(禮記正義; 業:◆鍾(ショウ)や磬(ケイ)などの打楽器を吊るすための横木(筍)の上の横板、吊るした楽器の位置が演奏中にずれないように凹みや突起がついていたという、「业」はそれを,N4,on,on+on,B_noun_rad_木(kun 93%),卒:◆下級の兵士、歩兵、上官に付き従い身の回りの世話をする兵◆終わる、尽きる◆大夫(タイフ、君主を補佐する重臣)の死、高位の人の死、同「𣨛」、「【禮記注疏(禮記正義; 業:◆鍾(ショウ)や磬(ケイ)などの打楽器を吊るすための横木(筍)の上の横板、吊るした楽器の位置が演奏中にずれないように凹みや突起がついていたという、「业」はそれを
kk_南瓜_カボチャ,南瓜,カボチャ,南:◆東(トウ、ひがし、太陽が昇る方角)を向いたときに右の方角、陽が射し込む方角、左の方角を「北」; 瓜:◆ウリ(瓜)、ウリ科の蔓性の草の総称 ◆うり、部首名,N4,other,mixed+mixed~,A3_short_compound(on+on 71%),南:◆東(トウ、ひがし、太陽が昇る方角)を向いたときに右の方角、陽が射し込む方角、左の方角を「北」; 瓜:◆ウリ(瓜)、ウリ科の蔓性の草の総称 ◆うり、部首名
kk_単語_たんご,単語,たんご,単:◆一つ、ただ一つ、それだけ、ただそれだけ、異質のものや別物が混ざっていない状態を指す◆ひとえ◇重ならない、繰り返さない◇裏地のない衣服; 語:◆他に向かって述べる、また告げる、考えや思い・言い伝えなどを話す◆意味を持つ言葉、話(はなし),N4,on,on+on,A3_short_compound(on+on 71%) | B_verb_rad_言(kun 80%),単:◆一つ、ただ一つ、それだけ、ただそれだけ、異質のものや別物が混ざっていない状態を指す◆ひとえ◇重ならない、繰り返さない◇裏地のない衣服; 語:◆他に向かって述べる、また告げる、考えや思い・言い伝えなどを話す◆意味を持つ言葉、話(はなし)
kk_危険_きけん,危険,きけん,危:◆高くそそり立つさま◆高くそそり立った山や崖の上から今にもものが落ちて来そうなさま、高くそそり立った山や崖から落ちそうになるさま、身に害が及ぶのではないかと不安; 険:◆山が高く切り立っているさま、行く手を阻(はば)むように山が高く立ちはだかっているさま、またそのようなところ◆危(あぶ)ない、危(あや)うい状況や困難な状況に遭,N4,on,on+on,A3_short_compound(on+on 71%),危:◆高くそそり立つさま◆高くそそり立った山や崖の上から今にもものが落ちて来そうなさま、高くそそり立った山や崖から落ちそうになるさま、身に害が及ぶのではないかと不安; 険:◆山が高く切り立っているさま、行く手を阻(はば)むように山が高く立ちはだかっているさま、またそのようなところ◆危(あぶ)ない、危(あや)うい状況や困難な状況に遭
kk_原因_げんいん,原因,げんいん,原:◆源(みなもと)、地下水が地表に湧(わ)き出るところ、同「厡」「源」[†「原」は「厂(崖や岸)」「泉(水が地表に湧き出るところ)」の合字†]◆物事の始まり、物事; 因:◆基(もと)づく、土台となるものの上に順々に積み重なっていく◆物事がそうなるに至った理由や事情、「全て物事は基となるものに様々な物事が繋がり積み重なった結果」の,N4,on,on+on,,原:◆源(みなもと)、地下水が地表に湧(わ)き出るところ、同「厡」「源」[†「原」は「厂(崖や岸)」「泉(水が地表に湧き出るところ)」の合字†]◆物事の始まり、物事; 因:◆基(もと)づく、土台となるものの上に順々に積み重なっていく◆物事がそうなるに至った理由や事情、「全て物事は基となるものに様々な物事が繋がり積み重なった結果」の
kk_厳しい_きびしい,厳しい,きびしい,厳:◆堂々としたさま、圧倒されるさま、気圧(けお)されるさま◆妥協を許さないさま、人を寄せつけないさま◆ぴったりとして隙がないさま◆激しいさま、甚(はなは)だしいさ,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),厳:◆堂々としたさま、圧倒されるさま、気圧(けお)されるさま◆妥協を許さないさま、人を寄せつけないさま◆ぴったりとして隙がないさま◆激しいさま、甚(はなは)だしいさ
